Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAO SEBASTIAO;12033588;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 CAMPINAS, ESCOLA. 69980-000 Cruzeiro do Sul - AC.";(68) 999536676;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAIMUNDO HENRIQUE DA COSTA;12033596;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"RIO LIBERDADE MORRO DA PEDRA, ESCOLA. 69980-000 Cruzeiro do Sul - AC.";(68) 999882176;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC P A ANTONIO DE HOLANDA;12033618;AC;Bujari;Rural;Área de assentamento;Pública;"BR 364 KM 35 RAMAL POLO ANTONIO DE HOLANDA KM 03, 69926-000 Bujari - AC.";(68) 999114593;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO RABELO SA;12033626;AC;Santa Rosa do Purus;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA 28 DE ABRIL, SN CIDADE NOVA. 69955-000 Santa Rosa do Purus - AC.";(68) 992228693;Municipal;Não Informado;Não;Não;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-9.4425858;-70.4864244
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR;ESC CENTRO DE ESTUDOS DE LINGUAS - CEL;12033634;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA GETULIO VARGAS, 3030 BOSQUE. 69900-589 Rio Branco - AC.";(68) 981124440;Estadual;Não Informado;Não;Em Tramitação;Escola sem matrícula de escolarização;;Atividade Complementar;-9.95169246;-67.81904496
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ENEDINA FERREIRA DOS REIS;12033642;AC;Sena Madureira;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL BOM FUTURO RIO MACOA, S / Nº RIO MACOA. RURAL. 69940-000 Sena Madureira - AC.";(68) 36122842;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOSE SIQUEIRA DOS SANTOS;12033650;AC;Sena Madureira;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE DO CAZUMBA RIO CAETE, S / Nº RIO CAETE. RURAL. 69940-000 Sena Madureira - AC.";(68) 36122842;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC LIMOEIRO II;12033669;AC;Bujari;Rural;A escola não está em área de localização diferenciada;Pública;"ZONA RURAL, 69926-000 Bujari - AC.";(68) 999346921;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAIMUNDO HERMINIO DE MELO;12033677;AC;Bujari;Rural;A escola não está em área de localização diferenciada;Pública;"ZONA RURAL, 69926-000 Bujari - AC.";;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUNICIPAL DE ENSINO FUNDAMENTAL FRANCISCO ANISIO SANTOS DE SOUZA;12033693;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"RAMAL LAGO DO TAPIRI, ESCOLA. 69980-000 Cruzeiro do Sul - AC.";(68) 999893862;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUNICIPAL LUCILENE GOMES DE MENEZES;12033707;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"ESTIRAO DO SAO LUIZ, ESCOLA. 69980-000 Cruzeiro do Sul - AC.";(68) 999893762;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA TXANA TUWE BENA YSAKA;12033731;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA TI KAXINAWA DE NOVA OLINDA - ALDEIA PORTO ALEGRE, ALTO RIO ENVIRA. ZONARURAL. 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA TXANA HUNI KENEYA;12033740;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA KATUKINA KM 13 SENTIDO FEIJO/TARAUACA, ALDEIA 02 IRMAOS. ZONA RURAL. 69960-000 Feijó - AC.";;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA ANTONIO CARIOCA WIXI TAPIMATI;12033758;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA KATUKINA/KAXINAWA ALDEIA SHANAIHU, BAIXO RIO ENVIRA. 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA CORONEL KAMADSU KULINA;12033766;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA KULINA - ALDEIA TIJELA, ALTO RIO ENVIRA. ZONA RURAL. 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA BEJAMIM KAMPA;12033774;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA KAMPA ISOLADOS ALDEIA RIOZINHO, ALTO RIO ENVIRA. ZONA RURAL. 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA SAYAVANE SHANENAWA;12033782;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA, 69960-000 Feijó - AC.";;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CIVICO MILITAR ALDACI SIMOES DA COSTA;12033790;AC;Senador Guiomard;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA CASTELO BRANCO, S/N EM FRENTE AO POSTO. CENTRO. 69925-000 Senador Guiomard - AC.";(68) 999779713;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INTEGRAL PROFESSOR MARCIO BESTENE KOURY;12033804;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA 15 A, S N RAMAL DE PEDRA. CIDADE DO POVO. 69909-426 Rio Branco - AC.";(68) 999849262;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.03023121;-67.7485438
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCA BATISTA;12033820;AC;Jordão;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL BOA VISTA, 69975-000 Jordão - AC.";(68) 984249322;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CIVICO MILITAR WILSON BARBOSA;12033847;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA JORGE CARDOSO, S/N SETOR 1. CIDADE DO POVO. 69909-210 Rio Branco - AC.";(68) 999314178;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.03103252;-67.76519286
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANTONIO URCEZINO DE CASTRO LIMA;12033855;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"ALTO RIO ENVIRA - SERINGAL OUVIDOR, S/N ZONA RURAL. 69960-000 Feijó - AC.";(68) 34634002;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA IDALINA DOS SANTOS;12033863;AC;Feijó;Rural;A escola não está em área de localização diferenciada;Pública;"RAMAL DR. EIRALDO CARNEIRO DE FRANCA, ZONA RURAL. 69960-000 Feijó - AC.";;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA REGINA DE ANDRADE FEITOSA;12033871;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL ALBRACIA, COLOC. - FELICIDADE. RURAL. 69930-000 Xapuri - AC.";(68) 35422732;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;PROF JOSE DAMASCENO;12033880;AC;Epitaciolândia;Rural;A escola não está em área de localização diferenciada;Pública;"BR 317 KM 13, RURAL. 69934-000 Epitaciolândia - AC.";(68) 35464023;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INTEGRAL ESTER MAIA DE OLIVEIRA;12033898;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA JORGE CARDOSO, S/N CIDADE DO POVO. 69909-208 Rio Branco - AC.";(68) 999910996;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RAIMUNDA NONATA SOMBRA DA SILVA;12033944;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"RAMAL DO FEIJAO INSOSSO, 69990-000 Mâncio Lima - AC.";(68) 33431647;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC TONICO SENA;12033952;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"RAMAL DO FEIJAO INSOSSO, 69990-000 Mâncio Lima - AC.";(68) 33431647;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUCAMBO;12033979;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"SEINGAL BOA VISTA, COLOCACAO MUCUNMBU. 69930-000 Xapuri - AC.";;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANITA CASTRO;12033987;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGUAL FRONTEIRA, COLOCACAO ARARIPE. 69930-000 Xapuri - AC.";(68) 35422732;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOSE JULIO;12033995;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL ALBRACIA, COLOCACAO ZE JULIO. 69930-000 Xapuri - AC.";(68) 35422732;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC NOVA ALIANCA;12034002;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL SAO JOSE, COLOCACAO MALOCA. 69930-000 Xapuri - AC.";(68) 35422732;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CUMARU;12034010;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGUAL FILIPINA, 69930-000 Xapuri - AC.";(68) 35422732;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JUPITER DA SILVA MENDES;12034029;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGUAL FILIPINAS, COLOCACAO IGARAPE GR. 69930-000 Xapuri - AC.";(68) 35422732;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RECANDO DO EQUADOR;12034037;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"POLO RECANTO DO EQUADOR, 69930-000 Xapuri - AC.";;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUN TRACOA;12034045;AC;Xapuri;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL DA BARRA, COLOCACAOMTRACOA. 69930-000 Xapuri - AC.";;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JAIME DE ALENCAR;12034100;AC;Acrelândia;Rural;Área de assentamento;Pública;"ASSENTAMENTO PORTO LUIZ I, LINHA 7. 69945-000 Acrelândia - AC.";;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA REI SALOMAO;12034223;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"T.I ALDEIA NOVO REPOUSO, S/N RIO PURUS. ZONA RURAL. 69955-000 Santa Rosa do Purus - AC.";(68) 36151066;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA CORACAO DE MARIA;12034231;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"ALDEIA CANAA, S/N RIO PURUS. ZONA RURAL. 69955-000 Santa Rosa do Purus - AC.";(68) 36151066;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO CHAGAS AGUIAR;12034240;AC;Manoel Urbano;Rural;A escola não está em área de localização diferenciada;Pública;"LOCALIDADEBR 364 KM 35 RAMAL DO ACAI, 69950-000 Manoel Urbano - AC.";(68) 36111089;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA PEO VARINAWA;12034380;AC;Cruzeiro do Sul;Rural;Terra indígena;Pública;"LOCALIDADE, ALDEIA MARTINS. 69980-000 Cruzeiro do Sul - AC.";;Estadual;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA NII WANINAWA;12034398;AC;Cruzeiro do Sul;Rural;Terra indígena;Pública;"LOCALIDADE, 69980-000 Cruzeiro do Sul - AC.";;Estadual;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA TRES IRMAOS;12034428;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"ALDEIA SANTO ANTONIO, S/Nº RIO PURUS. ZONA RURAL. 69955-000 Santa Rosa do Purus - AC.";(68) 36151043;Estadual;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR;ESC DE MUSICA DO ACRE;12034541;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA CENTRAL, 581 CONJUNTO TUCUMA. 69919-712 Rio Branco - AC.";(68) 32294918;Estadual;Não Informado;Não;Em Tramitação;Escola sem matrícula de escolarização;;Atividade Complementar;;
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO;NAAHS - NUCLEO DE ATIVIDADES DE ALTAS HABILIDADES SUPERDOTACAO;12034550;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA ALBERTO TORRES, 825 CONJUNTO MARIANA. 69919-202 Rio Branco - AC.";(68) 32272994;Estadual;Não Informado;Não;Não;Escola sem matrícula de escolarização;;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA DAS GRACAS ROCHA RODRIGUES;12034568;AC;Brasiléia;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE KAIRALA, 72 RAIMUNDO CHAAR. 69932-000 Brasiléia - AC.";(68) 992122145;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação Profissional, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MANOEL BARROSO;12034584;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR - 364 RAMAL 12, RAMAL. ZONA RURAL. 69980-000 Cruzeiro do Sul - AC.";;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOEL EUGENIO MARIM;12034592;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR - 364 RAMAL DO DARCI, RAMAL. ZONA RURAL. 69980-000 Cruzeiro do Sul - AC.";;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FELIX FERNANDO DOS SANTOS DE OLIVEIRA;12034606;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 RAMAL BOA HORA, RAMAL. ZONA RURAL. 69980-000 Cruzeiro do Sul - AC.";;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE EDUCATIVA MUNICIPAL SORRISO DE CRIANCA;12034614;AC;Porto Acre;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DAS ORQUIDEAS VILA DO INCRA - MUNICIPIO DE PORTO ACRE, 64 ZONA URBANA. 69927-000 Porto Acre - AC.";(68) 999230758;Municipal;Não Informado;Sim;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA JOSEFA MACEDO;12034630;AC;Marechal Thaumaturgo;Rural;Terra indígena;Pública;"ALDEIA NOVA MORADA, 69983-000 Marechal Thaumaturgo - AC.";(68) 992577102;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOAQUIM RODRIGUES CARDILHA;12034649;AC;Assis Brasil;Rural;A escola não está em área de localização diferenciada;Pública;"LOCALIDADE, 69935-000 Assis Brasil - AC.";(68) 992216443;Estadual;Não Informado;Não;Não;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA FRANCISCO BARBOSA HUNI KUI;12034657;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA ALDEIA SAO FRANCISCO, S/N BAIXO RIO ENVIRA. ZONA RURAL. 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC VALDERONE FERREIRA LIMA;12034665;AC;Manoel Urbano;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 KM 16, RAMAL CIGANA KM 6. 69950-000 Manoel Urbano - AC.";(68) 36111089;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MATILDE GALDINO DE SOUZA;12034673;AC;Manoel Urbano;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 KM 18 LADO ESQUERDO DA BR, RAMAL DO 18. 69950-000 Manoel Urbano - AC.";;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA DAS DORES SILVA MAIA;12034681;AC;Manoel Urbano;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 KM 18 RAMAL DO PORTELA, 69950-000 Manoel Urbano - AC.";(68) 992570287;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA VANUSA BRANDAO DE SOUZA;12034690;AC;Manoel Urbano;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 KM 18 LADO DIREITO DA BR, RAMAL DO PORTELA. 69950-000 Manoel Urbano - AC.";(68) 992382022;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
