Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC BOM DESTINO;12009997;AC;Senador Guiomard;Rural;Área de assentamento;Pública;"BR 364 KM 76 PDS BONAL, S/N SEDE BONAL. ZONA RURAL. 69925-000 Senador Guiomard - AC.";(68) 996021360;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CASTRO ALVES;12010022;AC;Plácido de Castro;Rural;A escola não está em área de localização diferenciada;Pública;"AC-40 KM 58, AC 40 KM58. ZONA RURAL. 69928-000 Plácido de Castro - AC.";(68) 992223523;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DOMINGOS GALDINO DA SILVA;12010090;AC;Plácido de Castro;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA AC 40 KM 92, S/N VILA RAIMUNDINHO. ZONA RURAL. 69928-000 Plácido de Castro - AC.";(68) 999774369;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-10.3184681;-67.366284
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ELIAS MANSOUR SIMAO;12010154;AC;Plácido de Castro;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CEL. FONTINELE DE CASTRO, 360 CENTRO. 69928-000 Plácido de Castro - AC.";;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.3341313;-67.1845664
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANKLIN ROOSEVELT;12010189;AC;Plácido de Castro;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA DIAMANTINO AUGUSTO DE MACEDO, 270 PRACA DOS SERINGUEIR. CENTRO. 69928-000 Plácido de Castro - AC.";(68) 999737783;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.3351052;-67.186178
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CASINHA DO SABER;12010227;AC;Plácido de Castro;Urbana;A escola não está em área de localização diferenciada;Pública;"CORONEL FONTENELE DE CASTRO, 0420 CENTRO. 69928-000 Plácido de Castro - AC.";(68) 32372115;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-10.3341916;-67.1840957
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOSE VALMIR DE LIMA;12010340;AC;Plácido de Castro;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA OLIMPIO DA SILVA GOMES, 970 FREI PEREGRINO. 69928-000 Plácido de Castro - AC.";(68) 992213144;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.32728743;-67.18406328
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MANOEL BARROS;12010391;AC;Plácido de Castro;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA BR 364 KM 49 RAMAL NOVO HORIZONTE KM 20, S/N T DA ENCO. ZONA RURAL. 69928-000 Plácido de Castro - AC.";(68) 999855444;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-10.1825306;-67.2534137
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FLAVIA BARROS PIMENTEL;12010588;AC;Plácido de Castro;Rural;Área de assentamento;Pública;"RODOVIA AC 40 KM 75 BIRROQUE, S/Nº TRIUNFO. ZONA RURAL. 69928-000 Plácido de Castro - AC.";(68) 992543358;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.3048834;-67.2114904
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROF CARMELIA ALVES DE ARAUJO;12010618;AC;Plácido de Castro;Urbana;A escola não está em área de localização diferenciada;Pública;"RAIMUNDO TEOTONIO DE CARVALHO, 0089 TRAVESSA. MULTIAO II. 69928-000 Plácido de Castro - AC.";(68) 32371037;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-10.32226805;-67.18664443
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROF CARLOS JOSE DOS SANTOS;12010626;AC;Plácido de Castro;Rural;A escola não está em área de localização diferenciada;Pública;"AC 475 KM 14, S/N ESCOLA. ZONA RURAL. 69928-000 Plácido de Castro - AC.";(68) 32371282;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.197895;-67.164476
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAO JOAO;12010693;AC;Plácido de Castro;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA AC 40 KM 69 RAMAL LUIZ PEREIRA LINHA 05 KM 08, MEIO RURAL. 69928-000 Plácido de Castro - AC.";(68) 32371030;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAO LUIZ GONZAGA;12010731;AC;Plácido de Castro;Rural;A escola não está em área de localização diferenciada;Pública;"RUA UAQUIRI, 0650 BR 364 KM 60. CENTRO. 69929-000 Plácido de Castro - AC.";(68) 984062814;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.0631798;-67.2949131
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SANTA RITA DE CASSIA;12010790;AC;Plácido de Castro;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA AC 40 KM 66 RAMAL I KM 13, MEIO RURAL. 69928-000 Plácido de Castro - AC.";(68) 999447821;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-10.2274292;-67.4220846
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESC CENTRO DE ENSINO ESPECIAL DOM BOSCO;12010898;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA ALBERTO TORRES, 825 PREDIO. CONJUNTO MARIANA. 69919-202 Rio Branco - AC.";(68) 32265244;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-9.9547385;-67.849093
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANA TURAN MACHADO FALCAO;12010987;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA NOSSA SENHORA DA CONCEICAO, 464 QUINZE. 69905-496 Rio Branco - AC.";(68) 32442594;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.9823027;-67.815866
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ADERALDO CORDEIRO BRASIL;12011037;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA, 69912-290 Rio Branco - AC.";(68) 992034941;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;-9.9787065;-67.8247752
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ADOLFO BARBOSA LEITE;12011045;AC;Rio Branco;Rural;Área de assentamento;Pública;"BR 364 - KM 08, RAMAL DO ROMAO - KM 03, VILA AQUILES PERET. RURAL. 69900-050 Rio Branco - AC.";(68) 999681841;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;-9.8788194;-67.8770169
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC AGNALDO MORENO;12011070;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO QUIXADA KM 19, S/Nº RAMAL BOA AGUA KM 3. ELDORADO. 69902-387 Rio Branco - AC.";(68) 999661212;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9788169;-67.8245189
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALCIDES GUILHERME DE AMORIM;12011096;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA AC 90 KM 47 R CASTANHEIRA KM 06, TRANSACREANA. FLORESTA SUL. 69912-290 Rio Branco - AC.";(68) 999810168;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALTO ALEGRE I;12011126;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA, FLORESTA SUL. 69912-290 Rio Branco - AC.";(68) 999317727;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALTO ALEGRE II;12011134;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA, RAMAL JARINAL KM 15. 69912-290 Rio Branco - AC.";(68) 999888140;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANTONIA FERNANDES DE FREITAS;12011142;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA EDMUNDO PINTO, 477 SANTA INES. 69907-725 Rio Branco - AC.";(68) 999783308;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.007301;-67.7944992
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ARACY CERQUEIRA;12011150;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA BR 364, S/N BE 364 KM 17. VILA CUSTODIO FREIRE. 69922-415 Rio Branco - AC.";(68) 999890081;Estadual;Não Informado;Não;Não;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9069185;-67.8912556
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC AUREA PIRES MONTES DE SOUZA;12011169;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RIO GRANDE DO SUL, 3070 AO LADO DO CEJA. AEROPORTO VELHO. 69911-036 Rio Branco - AC.";;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9890392;-67.8213199
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC BELA UNIAO;12011215;AC;Senador Guiomard;Rural;A escola não está em área de localização diferenciada;Pública;"BR317 KM 33 ESTRADA DE BOCA DO ACRE RAMAL IQUIRI KM 04, SEM NUMERO ZONA RURAL. 69925-000 Senador Guiomard - AC.";(68) 32322298;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC BOA VISTA;12011274;AC;Senador Guiomard;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA AC 40 KM 15, RAMAL NOVO HORIZONTE KM 01, ESCOLA. ZONA RURAL. 69925-000 Senador Guiomard - AC.";(68) 992131728;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CAPITAO EDGAR CERQUEIRA FILHO;12011320;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"BR 317 - KM 35, SENTIDO BOCA DO ACRE. AREA RURAL DE RIO BRANCO. 69923-899 Rio Branco - AC.";(68) 999991973;Estadual;Não Informado;Não;Não;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CAPATARA;12011347;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"RODOVIA TRANSACREANA AC 90, PROJETO MORENO MAIA. RODOVIA TRASACREANA AC 90 RAMAL CAIPORA S CAPATARA. 69912-290 Rio Branco - AC.";(68) 999870829;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;-10.2637189;-67.8687846
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CLINIO BRANDAO;12011401;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"BR 364/ VIA VERDE, 2478 VIA VERDE. FLORESTA SUL. 69912-443 Rio Branco - AC.";(68) 999127230;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.989628;-67.848079
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC COLEGIO DE APLICACAO UFAC;12011410;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA GETULIO VARGAS, 654 CENTRO. 69900-060 Rio Branco - AC.";(68) 999713692;Federal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;-9.9712787;-67.8106281
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC COLEGIO ACREANO;12011428;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BENJAMIN CONSTANT, 687 CALCADAO DA BENJAMIN. CENTRO. 69900-064 Rio Branco - AC.";;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atendimento Educacional Especializado;-9.9742408;-67.8062023
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO;12011444;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AV GETULIO VARGAS, 443 CENTRO. 69900-060 Rio Branco - AC.";(68) 99994318;Estadual;Não Informado;Não;Não;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;Atendimento Educacional Especializado;-9.9733596;-67.81025
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CRISTO REI;12011460;AC;Porto Acre;Rural;A escola não está em área de localização diferenciada;Pública;"BR 317, KM 72, S/Nº VILA CAQUETA. 69927-000 Porto Acre - AC.";(68) 999960321;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DONA GERALDA;12011487;AC;Rio Branco;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 KM 04 RAMAL DA ZEZE, CENTRO. 69908-022 Rio Branco - AC.";(68) 999171487;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;-9.9908767;-67.755505
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DR JOAO BATISTA AGUIAR;12011517;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ADERBAL BRASIL DA SILVA, 310 MANOEL JULIAO. 69918-430 Rio Branco - AC.";(68) 999561890;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional, Educação de Jovens Adultos";Atendimento Educacional Especializado;-9.9539519;-67.8377215
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC NEUTEL MAIA;12011550;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"NACOES UNIDAS, 1075 PREDIO ESCOLAR. BOSQUE. 69900-478 Rio Branco - AC.";(68) 21026844;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.96669926;-67.81741693
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC AFONSO PINTO DE MEDEIROS;12011576;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ADALCIDES GALO, 118 PLACIDO DE CASTRO. 69912-200 Rio Branco - AC.";(68) 32251685;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-10.00194763;-67.838619
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALCIMAR NUNES LEITAO;12011584;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"MARIA JOSE DE OLIVEIRA, 1072 CONJUNTO UNIVERSITARIO. 69917-742 Rio Branco - AC.";(68) 999660585;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-9.978771;-67.82479
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANGELINA GONCALVES SOUZA;12011592;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA 12 DE OUTUBRO, 307 NOVA ESPERANCA. 69915-208 Rio Branco - AC.";(68) 32261308;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.9750479;-67.8437129
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANICE DIB JATENE;12011606;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA VALDOMIRO LOPES, 1299 GERALDO FLEMING. 69918-860 Rio Branco - AC.";(68) 32271546;Municipal;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-9.95315546;-67.83601716
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ANITA GARIBALDI;12011614;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ADOLFO BARBOSA LEITE, 411 TRIANGULO VELHO. 69906-218 Rio Branco - AC.";(68) 99728841;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9894234;-67.8091886
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DR CARLOS VASCONCELOS;12011665;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"BOULEVARD AUGUSTO MONTEIRO, 884 TRIANGULO NOVO. 69906-260 Rio Branco - AC.";(68) 32212426;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.990057;-67.8108703
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ISMAEL GOMES DE CARVALHO;12011681;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"TRAVESSA VITORIA, 54 TANCREDO NEVES. 69921-773 Rio Branco - AC.";(68) 32283090;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.933255;-67.83209
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DR MARIO DE OLIVEIRA;12011703;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"TRAVESSA GUAPORE, 296 CERAMICA. 69905-052 Rio Branco - AC.";(68) 999208000;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.97095032;-67.80400051
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DR PIMENTEL GOMES;12011711;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO SAO FRANCISCO, 1900 VITORIA. 69901-815 Rio Branco - AC.";(68) 99945817;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9488311;-67.7948927
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC GEORGETE ELUAN KALUME;12011797;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AV EPAMINONDAS JACOME, 1336 URBANA. CADEIA VELHA. 69905-232 Rio Branco - AC.";(68) 999948336;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9720876;-67.7947037
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CRECHE IONE PORTELA DA COSTA CASAS;12011835;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BELEM, 624 NOVA ESTACAO. 69918-402 Rio Branco - AC.";(68) 32275006;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.9570379;-67.8312984
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC IRMA MARIA GABRIELA SOARES;12011851;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MINAS GERAIS, 797 PREVENTORIO. 69900-132 Rio Branco - AC.";(68) 32285645;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-9.97423303;-67.82068253
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOAO MARIANO DA SILVA;12011860;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BAGUARI, 1883 TAQUARI. 69906-426 Rio Branco - AC.";(68) 984218354;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.0058513;-67.8218151
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC JOSE SALES DE ARAUJO;12011878;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA MARIA JOSE DE OLIVEIRA, 1184 UNIVERSITARIO. 69917-680 Rio Branco - AC.";(68) 992387671;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9461745;-67.8822113
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC LUIZA BATISTA DE SOUZA;12011894;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ALFREDO TAUNAY, 276 CONJUNTO ESPERANCA. 69915-144 Rio Branco - AC.";(68) 999833535;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-9.970665;-67.8363435
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA LUCIA MOURA MARIN;12011924;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MERCURIO, S/Nº MORADA DO SOL. 69901-115 Rio Branco - AC.";(68) 992228603;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.96309;-67.7948
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARILDA GOUVEIA VIANA;12011932;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"CAMPO GRANDE, 940 JOAO EDUARDO I. 69911-470 Rio Branco - AC.";(68) 992380002;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9820533;-67.8346683
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC NATALINO DA SILVEIRA BRITO;12011959;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CEL FONTENELE DE CASTRO, 176 RUA. ESTACAO EXPERIMENTAL. 69918-188 Rio Branco - AC.";(68) 32261575;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9546599;-67.8404582
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALVARO VIEIRA DA ROCHA;12012009;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DO ESTUDANTE, 36 CONQUISTA. 69918-844 Rio Branco - AC.";(68) 992371667;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-9.9502588;-67.8342573
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC HUMBERTO SOARES DA COSTA;12012017;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RIACHUELO, S/Nº JOSE AUGUSTO. 69900-809 Rio Branco - AC.";(68) 999793262;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-9.965573;-67.8081903
